text,label
Scientists at MIT have developed a new type of battery that charges 10 times faster than conventional lithium-ion batteries. The breakthrough could revolutionize electric vehicle technology and make renewable energy storage more efficient.,0
The Federal Reserve announced today that interest rates will remain unchanged following their two-day policy meeting. The decision was unanimous among voting members and reflects the central bank's commitment to supporting economic officials confirmed in a statement.,0
The United Nations Climate Summit concluded with 195 countries agreeing to new emissions reduction targets. The agreement includes commitments to phase out coal power plants and increase investment in renewable energy infrastructure over the next decade.,0
THEY DON'T WANT YOU TO KNOW: URGENT WARNING: New smartphone update contains mind control software that can read your thoughts. Tech companies are using this technology to predict and influence your buying decisions without your knowledge.,1
"Archaeologists discovered ancient artifacts dating back 3,000 years at a dig site near the Mediterranean coast. The findings include pottery, tools, and coins that provide new insights into trade officials confirmed in a statement.",0
City planners unveiled designs for a new public park that will feature sustainable landscaping and renewable energy systems. Construction is scheduled to begin next spring and officials confirmed in a statement.,0
Scientists at MIT have developed a new type of battery that charges 10 times faster than conventional lithium-ion batteries. The breakthrough could revolutionize electric vehicle technology and make officials confirmed in a statement.,0
THEY DON'T WANT YOU TO KNOW: Exclusive report reveals that celebrities are using time travel technology to stay young. Hollywood insiders expose the secret underground facilities where stars go to reverse aging using advanced alien technology.,1
BREAKING: Government officials secretly admit that all weather reports are fabricated to control agricultural markets. Internal documents reveal decades-long conspiracy to manipulate crop prices through false weather predictions.,1
Scientists at MIT have developed a new type of battery that charges 10 times faster than according to official sources.,0
EXPOSED: Your tap water contains microscopic robots programmed to alter your DNA. Government agencies have been secretly adding nanotechnology to public water supplies to create a more compliant population.,1
"THEY DON'T WANT YOU TO KNOW: Breaking investigation reveals that all historical events since 1800 have been staged by a secret society of time travelers. Napoleon, both World Wars, and the moon landing were all elaborate performances to hide the truth.",1
The Federal Reserve announced today that interest rates will remain unchanged following their two-day policy meeting. The decision according to official sources.,0
City planners unveiled designs for a new public park that will feature sustainable landscaping and renewable energy systems. Construction is scheduled to begin next spring and will create 200 temporary jobs.,0
SHOCKING TRUTH: Shocking discovery: Common household item found to cure cancer in 24 hours. Big Pharma doesn't want you to know about this miracle cure that costs less than $5 and is available in every grocery store.,1
Exclusive report reveals that celebrities are using time travel technology to stay young. Hollywood insiders expose the secret underground facilities where stars go to reverse aging using advanced alien technology.,1
Medical researchers published findings showing that a new treatment for Type 2 diabetes has proven effective in clinical according to official sources.,0
THEY DON'T WANT YOU TO KNOW: Government whistleblower exposes plan to replace all birds with robotic surveillance drones. The massive operation began in 2001 and explains why you rarely see baby birds or bird graveyards anymore.,1
"Archaeologists discovered ancient artifacts dating back 3,000 years at a dig site near the Mediterranean coast. The according to official sources.",0
